site,country,title,author,content_publish_date,paragraph_text
espn,us,Lowe: Here's the code the Boston Celtics finally cracked to raise banner No. 18,Zach Lowe,"Jun 17, 2024, 11:45 PM ET","The Heat and Spurs had to go through each other, just as the 1980s Celtics and Lakers battled. Miami achieved a repeat."
espn,us,Lowe: Here's the code the Boston Celtics finally cracked to raise banner No. 18,Zach Lowe,"Jun 17, 2024, 11:45 PM ET","The first Bad Boys Detroit Pistons title team went 63-19, outscoring opponents by almost six points per game, and followed with a rampaging postseason: 15-2, plus-7.7. That is one fewer loss than Boston this year, with almost the same point differential. Detroit extinguished the embers of past dynasties in Boston and Los Angeles, and held off the all-timer that was forming in Chicago."
espn,us,Lowe: Here's the code the Boston Celtics finally cracked to raise banner No. 18,Zach Lowe,"Jun 17, 2024, 11:45 PM ET",The 1982-83 Philadelphia 76ers swept the Lakers in the Finals and brushed aside the team that swept the Celtics (the Milwaukee Bucks) -- ending the playoffs 12-1 with a plus-6.5 differential. The Fo-Fo-Fo Sixers won more regular-season games than this season's Celtics -- 65 -- with a fat plus-7.7 margin
espn,us,Lowe: Here's the code the Boston Celtics finally cracked to raise banner No. 18,Zach Lowe,"Jun 17, 2024, 11:45 PM ET","The Spurs played to a 60-win pace in the lockout-shortened 1998-99 season, went 15-2 in the playoffs and put up huge scoring margins. Scanning before the merger ropes in a few more all-time teams."
espn,us,Lowe: Here's the code the Boston Celtics finally cracked to raise banner No. 18,Zach Lowe,"Jun 17, 2024, 11:45 PM ET","In chatting with coaches and executives before the Game 4 loss to Dallas, the closest thing to a consensus was that the Celtics indeed stand as a truly great single-season team but that it felt exuberant even before that Game 4 loss to place them in the most hallowed tier alongside the 1990s Bulls; 2017 and 2018 Warriors; 1986 Celtics; 1987 Lakers; the three-peat Lakers of Shaq and Kobe; maybe a few others."
espn,us,Lowe: Here's the code the Boston Celtics finally cracked to raise banner No. 18,Zach Lowe,"Jun 17, 2024, 11:45 PM ET",Their statistical edge on the next tier of champions -- including several teams listed above -- now rests mostly on regular-season point differential. They compiled some of that against a weak Eastern Conference. Had they lost Game 4 against the Mavs by a normal margin -- say 10 or 12 points -- their playoff point differential would hover near the very top. Now it's less special. That one game warped their postseason numbers that much.
espn,us,Lowe: Here's the code the Boston Celtics finally cracked to raise banner No. 18,Zach Lowe,"Jun 17, 2024, 11:45 PM ET","How much should we weigh that game, given Boston was up 3-0 and won in five? You can't dismiss it. It was a bad loss. But blowing away the Mavs again 106-88 in Game 5 transforms it into an outlier amid a postseason romp."
espn,us,Lowe: Here's the code the Boston Celtics finally cracked to raise banner No. 18,Zach Lowe,"Jun 17, 2024, 11:45 PM ET","In the end, these Celtics -- 64 wins, all-time regular-season point differential, strong 16-3 playoffs -- can go toe-to-toe with anyone in this second tier of great modern champions. Some might prefer the 1989 Pistons or 2015 Warriors -- among the closest doppelgangers -- but Boston boosters can marshal some pretty strong statistical evidence for their own case. The mid-2010s Heat and Spurs and 1983 Sixers have compelling arguments too. It's blurry in this glorious range."
espn,us,Lowe: Here's the code the Boston Celtics finally cracked to raise banner No. 18,Zach Lowe,"Jun 17, 2024, 11:45 PM ET","This murkier placement seems pretty fair given the competition the Celtics have faced -- again, not their fault! The East fell apart around them. Neither conference supplied a seasoned champion for them to vanquish."
espn,us,Lowe: Here's the code the Boston Celtics finally cracked to raise banner No. 18,Zach Lowe,"Jun 17, 2024, 11:45 PM ET",The path to a repeat could be much thornier. It took a long time for the Celtics of Tatum and Brown to reach the top. Now they get to try to stay there.
espn,us,Lowe: Here's the code the Boston Celtics finally cracked to raise banner No. 18,Zach Lowe,"Jun 17, 2024, 11:45 PM ET",IT IS A testament to how strange the team-building process can be -- how every team needs luck -- that only one player in Boston's postseason rotation was selected with an original Celtics pick: Payton Pritchard.
espn,us,Lowe: Here's the code the Boston Celtics finally cracked to raise banner No. 18,Zach Lowe,"Jun 17, 2024, 11:45 PM ET","The Celtics' journey here started on draft night in 2013, when they traded Paul Pierce and Kevin Garnett to the Brooklyn Nets for a series of unprotected picks and swaps that eventually netted both Tatum and Brown. On that same night, the Sixers traded Jrue Holiday to kick off The Process. A decade later, another spasm of trades ended with Holiday as the final piece in Boston -- just as he once was in Milwaukee."
espn,us,Lowe: Here's the code the Boston Celtics finally cracked to raise banner No. 18,Zach Lowe,"Jun 17, 2024, 11:45 PM ET","There are alternative universes in which Boston trades one of Tatum and Brown -- or the picks that became them -- to speed up their process and challenge LeBron James' hegemony in the late 2010s East. They had talks surrounding Paul George, Jimmy Butler, Kawhi Leonard, Anthony Davis and Kevin Durant. Their godfather offer to the Charlotte Hornets for the No. 9 pick in 2015 -- with an eye on Justise Winslow -- included one future Nets pick, per league sources."
espn,us,Lowe: Here's the code the Boston Celtics finally cracked to raise banner No. 18,Zach Lowe,"Jun 17, 2024, 11:45 PM ET","They never agreed to any such deal -- wagering in the end on continuity, on Brown and Tatum keeping a title window open for a half-decade or longer. (On the night they drafted Tatum No. 3 in 2017, Boston tried to acquire a second lottery pick in hopes of selecting Donovan Mitchell, league sources said. After the draft, they engaged Utah in talks for Mitchell -- which Utah rebuffed, sources said.)"
espn,us,Lowe: Here's the code the Boston Celtics finally cracked to raise banner No. 18,Zach Lowe,"Jun 17, 2024, 11:45 PM ET","Tatum is a very good playmaking wing, but he has never averaged more than 4.9 assists. (He has exceeded that in playoff runs -- including averaging 6.3 dimes this postseason.) Brown has never averaged more than 3.6 assists."
espn,us,Lowe: Here's the code the Boston Celtics finally cracked to raise banner No. 18,Zach Lowe,"Jun 17, 2024, 11:45 PM ET","This is part of what people hint at when they argue Boston does not have any one offensive player on the level you typically see atop all-time teams: the absence of any ""A"" playmaker. White and Holiday are hybrid guards. Holiday has topped seven dimes in several seasons, but he has always been best as a secondary ball handler."
espn,us,Lowe: Here's the code the Boston Celtics finally cracked to raise banner No. 18,Zach Lowe,"Jun 17, 2024, 11:45 PM ET","Player by player, Ainge and Stevens built a unique team constructed to mitigate that weakness -- with strengths that would ultimately render it meaningless. Coach Joe Mazzulla, a fearless tinkerer, leaned further into those strengths than most coaches might."
espn,us,Lowe: Here's the code the Boston Celtics finally cracked to raise banner No. 18,Zach Lowe,"Jun 17, 2024, 11:45 PM ET",The Celtics are not the first team to try putting five shooters on the floor. Enough others have attempted it that coaches and executives discovered a potential weakness: minimal rim pressure. A lot of five-out lineups lacked the archetypal rim-running center or any reliable means of playing inside-out basketball.
espn,us,Lowe: Here's the code the Boston Celtics finally cracked to raise banner No. 18,Zach Lowe,"Jun 17, 2024, 11:45 PM ET",Some five-out offenses devolved into like-sized players pinging the ball around the perimeter as like-sized defenders switched everything and kept the ball out of the paint. Other five-out groupings were soft on defense.
espn,us,Lowe: Here's the code the Boston Celtics finally cracked to raise banner No. 18,Zach Lowe,"Jun 17, 2024, 11:45 PM ET","Robert Williams III was the last player standing between Boston and semipermanent five-out play -- the rim-runner, the lob threat, the shot-blocker."
espn,us,Lowe: Here's the code the Boston Celtics finally cracked to raise banner No. 18,Zach Lowe,"Jun 17, 2024, 11:45 PM ET","The Celtics acquired Porzingis to usurp Williams' starting spot, and then included Williams in the Holiday trade. The Celtics might not have been sure of it then, but they had cracked the code of five-out basketball -- a code imitators will now chase."
espn,us,Lowe: Here's the code the Boston Celtics finally cracked to raise banner No. 18,Zach Lowe,"Jun 17, 2024, 11:45 PM ET","On paper, the Celtics do not appear to make much use of the paint. They don't get to the rim or the foul line much. They are an average offensive rebounding team. They lead the league in 3s by a mile. But volume is one ingredient in Boston cracking that code. If you are going to play this way, you have to really do it. Every starter and hopefully everyone in the rotation has to be a volume shooter. If the NBA is a variance game now, put yourself in position to win it."
espn,us,Lowe: Here's the code the Boston Celtics finally cracked to raise banner No. 18,Zach Lowe,"Jun 17, 2024, 11:45 PM ET","But the way Boston generates those 3s is what stands out. The Celtics' starting five is huge and physical. White and Holiday are 6-4, but they play much bigger; Holiday routinely bullies larger players."
espn,us,Lowe: Here's the code the Boston Celtics finally cracked to raise banner No. 18,Zach Lowe,"Jun 17, 2024, 11:45 PM ET",Both are willing screeners. Opponents stash their smallest or weakest defenders on one of them -- meaning White or Holiday can drag that defender toward Tatum and Brown by setting screens for them. Tatum and Brown are classic apex wings -- burrowing drivers who make tough midrange shots.
espn,us,Lowe: Here's the code the Boston Celtics finally cracked to raise banner No. 18,Zach Lowe,"Jun 17, 2024, 11:45 PM ET","Those four players use the screen, the pass and the drive to penetrate the defense -- and then kick the ball out for the best 3s: open catch-and-shoot looks. Boston's pristine spacing makes the passing reads easier. The floor is uncluttered, every passing lane vast. Boston has a bunch of good passers, screeners and cutters operating in wide-open spaces. That can work just as well as having one A-plus orchestrator. Boston might not have an MVP-level superstar -- Tatum is close -- but having five top-40-ish players within this ecosystem amounts to the same or more."
espn,us,Lowe: Here's the code the Boston Celtics finally cracked to raise banner No. 18,Zach Lowe,"Jun 17, 2024, 11:45 PM ET","Marcus Smart was a vital Celtic, but White and Holiday are snappier read-and-react players. Both are better shooters than Smart. They settled into clear supporting roles behind Tatum and Brown. Smart often played more as their equal. The floor and the hierarchy are clearer now. Tatum and Brown get off the ball more willingly -- confident they will get it back if the game dictates they should."
espn,us,Lowe: Here's the code the Boston Celtics finally cracked to raise banner No. 18,Zach Lowe,"Jun 17, 2024, 11:45 PM ET",Porzingis added the final touch -- another method of puncturing the paint when defenses switched: mashing smaller defenders on post-ups.
espn,us,Lowe: Here's the code the Boston Celtics finally cracked to raise banner No. 18,Zach Lowe,"Jun 17, 2024, 11:45 PM ET",Everything crescendoed in the third quarter of Game 3 -- the quarter that effectively cinched the championship. The Celtics tore the Mavs apart from every area -- with Brown and Tatum often assisting each other:
espn,us,Lowe: Here's the code the Boston Celtics finally cracked to raise banner No. 18,Zach Lowe,"Jun 17, 2024, 11:45 PM ET","That last play has echoes of Dwyane Wade and LeBron James finding each other on cuts against the Indiana Pacers a dozen years ago in their first title run together. Brown and Tatum had seven assists to each other in Game 3, tied for their highest total in any game, per ESPN Stats & Information. What a fitting capstone."
espn,us,Lowe: Here's the code the Boston Celtics finally cracked to raise banner No. 18,Zach Lowe,"Jun 17, 2024, 11:45 PM ET",The other end of that equation was Boston's defense taking away the same kinds of 3s its offense was creating. The Celtics' collective size allows them to switch without getting ensnared in mismatches -- to wall off the paint and stay home on shooters.
espn,us,Lowe: Here's the code the Boston Celtics finally cracked to raise banner No. 18,Zach Lowe,"Jun 17, 2024, 11:45 PM ET","Their wings are versatile enough for Boston to play with matchups -- including slotting Tatum on the Mavs' centers, with Horford and Porzingis cross-matched on other players. That gambit muddied Doncic's pick-and-roll game and vaporized the Mavs' alley-oop attack."
espn,us,Lowe: Here's the code the Boston Celtics finally cracked to raise banner No. 18,Zach Lowe,"Jun 17, 2024, 11:45 PM ET",Boston's best offensive players are very good defenders. That is rare even among elite teams. The Celtics do not have to compromise on one end to lift the other -- ever.
espn,us,Lowe: Here's the code the Boston Celtics finally cracked to raise banner No. 18,Zach Lowe,"Jun 17, 2024, 11:45 PM ET","Mazzulla often reminds the media the two ends are connected. That shows up most in transition. The Celtics' defense catapults them into the open floor, where they feast on 3s. Their spacing on offense -- the number of guys spotting up around the arc -- puts them in ideal position to retreat on defense."
espn,us,Lowe: Here's the code the Boston Celtics finally cracked to raise banner No. 18,Zach Lowe,"Jun 17, 2024, 11:45 PM ET",Boston figured out five-out basketball like no team has before. The Celtics demolished the league and carved out a place in modern basketball history. Where exactly? Let's see what the future holds.
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET",The 2024 NBA offseason has started for all but two teams -- the Boston Celtics and the Dallas Mavericks -- and we have a much clearer picture of the big questions facing each franchise.
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","Which decisions on key players, trades and new contracts will matter most ahead of the NBA draft (June 26-27) and the free agency window (officially opening June 30 at 6 p.m. ET)?"
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","We're breaking down for all 30 teams what to watch, what to learn from the draft, team needs, salary cap analysis, the impact of the collective bargaining agreement, the depth chart, dates to watch and likely free agents. ESPN draft expert Jeremy Woo examines what each team can do ahead of the draft."
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","Notes: Depth charts include expected roles for players who are under contract for the 2024-25 season. There's also an explainer for Bird rights at the end of this piece. The future draft assets rating from 1-10 takes into account first- and second-round picks each team possesses in the next seven years. For example, the Oklahoma City Thunder rate a 10, with 33 such picks, while the LA Clippers, with two, rate a 1."
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","The direction with the No. 1 overall pick: Keep, move back or package with a player."
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET",Does the two-year body of work warrant trade discussions for Trae Young or Dejounte Murray?
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET",The options to shed salary: Atlanta is a projected luxury tax and first-apron team.
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET",The price point on a new contract for restricted free agent Saddiq Bey.
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","This is a challenging year to select No. 1, with no consensus pick on who's the top player in the draft, and the Hawks have their work cut out for them after unexpectedly winning the draft lottery. Top options Alex Sarr, Zaccharie Risacher and Donovan Clingan address a range of potential needs across the frontcourt, but each should help to shore up Atlanta's defense. If there's an opportunity to trade back and create value during this important offseason, Atlanta will have to consider it. The Hawks will need to think big picture with their roster to maximize the value and fit of whichever prospect they select No. 1. -- Jeremy Woo, ESPN draft analyst"
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","Improved availability from the rotation forwards (De'Andre Hunter, Bey, Johnson)"
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET",The Hawks will send their 2025 and 2027 picks to San Antonio as part of the trade that brought Murray to Atlanta in 2022. San Antonio also has the right to swap firsts in 2026. The first allowable year the Hawks can trade a first is 2029. Atlanta has six second-round picks available.
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","Cap space breakdown: Including the first pick in the draft, Atlanta has $176 million in salary next season. Because of the $5 million in unlikely bonuses of Murray, Hunter and Clint Capela, Atlanta is over the first apron."
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","CBA impact: The Hawks will trigger the $178.6 million first apron in July if they take back more money in a trade, acquire a player in a sign-and-trade or use a preexisting trade exception. Atlanta has a $23.0 million, a $2.6 million and a $2.3 million trade exception. The $189.6 million second apron is triggered if the Hawks aggregate outgoing contracts or send cash in a trade."
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","June 29: The deadline to exercise the $2.2 million team option of Garrison Mathews. The contract becomes guaranteed if the option is exercised; the $2.7 million contract of Bruno Fernando becomes guaranteed; the deadline to extend one-year qualifying offers for Bey, Vit Krejci and Seth Lundy."
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","Extension eligible: Young, Johnson and Capela (as of July 6); Mathews; Fernando (as of Oct. 2)"
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET",Is there a player to develop or a draft prospect who can help now? The Celtics are projected to be in the second apron and have the veterans minimum exception in free agency.
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET",The $315 million Jayson Tatum super max. Tatum is eligible to sign the largest contract in NBA history. The extension begins in 2025-26.
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","Extending Derrick White. The guard is eligible to sign a four-year, $126 million extension. The $28.1 million salary in the first year (2025-26) is the maximum allowed."
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET",The one-year financial window before salaries increase. The Celtics will have two players on super max contracts (Tatum and Jaylen Brown) and a possible new contract for White in 2025-26.
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","Does it make sense to decline the Sam Hauser team option then sign him to a long-term contract? It is more expensive now, but the team risks losing Hauser to unrestricted free agency in 2025."
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET",The 30th pick is an important opportunity for Boston to add a cost-controlled rookie as it continues to operate over the second apron.
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","It would make sense for the Celtics to target a more NBA-ready prospect, ideally someone who can provide immediate depth behind their expensive starting five."
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","If the Celtics feel comfortable with their bench options for next season, they could instead opt for a prospect that might provide value farther in the future. -- Woo"
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET",Development jump from Payton Pritchard and Jordan Walsh
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","Including their 2024 pick, the Celtics are allowed to trade as many as four first-round picks (also 2025, 2027 and 2031). They also can trade their 2026 first but not combined with either 2025 or 2027. San Antonio has the right to swap firsts in 2028 (top-one protected). The Celtics also will send Portland an unprotected 2029 first. The Celtics have five second-round picks available to trade."
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","Cap space breakdown: The Celtics finished the 2023-24 season in the second apron, and they are projected to remain there -- at a projected $5 million -- in 2024-25."
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","CBA impact: The Celtics are not allowed to aggregate contracts, acquire a player in a sign-and-trade, use the $5.1 million tax midlevel exception, take back more money in a trade, send out cash or use a preexisting trade exception."
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET",June 29: The deadline to exercise the team options of Hauser and Neemias Queta; the deadline to exercise the player option of Oshae Brissett; the last day to extend one-year qualifying offers for JD Davison and Drew Peterson. Hauser is eligible for a qualifying offer if the team option is declined.
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","Extension eligible: White, Tatum and Jaden Springer (as of July 6); Hauser (as of July 9); Xavier Tillman (through June 30)"
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","What is the cost to get into the draft? Brooklyn has seven future first-round picks, 11 seconds and cash available to trade."
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","The price point to retain free agent Nic Claxton, who is an unrestricted free agent and one of the league's top centers."
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","Identifying a facilitator in the trade market, with Ben Simmons and Dennis Schroder becoming free agents in 2025."
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET",Does chasing the next disgruntled All-Star fit the timeline of new coach Jordi Fernandez?
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET",What is the level of concern if Mikal Bridges does not extend this offseason? Bridges has two years left on his contract and is eligible starting on Oct. 1 to extend for three years and $112.9 million.
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","How does Cam Thomas fit into the Nets' future? Thomas averaged a career-high 22.5 points, and he is rookie-extension eligible, but it might be best for Brooklyn to wait because of his low free agent hold in 2025. "
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","The Nets hold no picks at present, but they have the assets to buy or trade into the draft. There should be opportunities to do that, with many teams holding multiple selections in the middle to late part of the draft and presumably looking to create value, rather than utilizing all their picks on players. Brooklyn could have bench minutes available for the right NBA-ready rookie or it could take a longer view and target a younger prospect. If the Nets don't get into the draft, they will want to be aggressive on the undrafted free agent market. -- Woo"
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET",Veteran and experienced leadership or players who have won at a high level
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","Brooklyn owes Houston its first-round pick this season and in 2026 (both unprotected). The Rockets also have the right to swap firsts with Brooklyn in 2025 and 2027. The Nets have three unprotected firsts coming from Phoenix (2025, 2027 and 2029) and a 2029 unprotected first from Dallas. The Nets also have the right to swap their own first or Philadelphia's (if the pick's range is within Nos. 9-30) with Phoenix's in 2028."
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","Brooklyn will receive a 2027 top-eight-protected first from Philadelphia if the 76ers convey their 2025 first to Oklahoma City. If the first is not sent to the Thunder, Philadelphia then will owe its 2028 first (if 9-30) to the Nets. The Nets are allowed to trade up to seven firsts. Brooklyn also has 10 second-round picks available."
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","Cap space breakdown: Brooklyn has $133 million in salary but is expected to be over the salary cap because of the Claxton free agent hold and more than $48 million in trade exceptions ($20.4 million, $11.9 million, $9.5 million and $6.8 million)."
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET",CBA impact: Brooklyn has no trade restrictions in how it can add to its roster.
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET",June 29: The deadline to extend one-year qualifying offers for Trendon Watford and Jacob Gilyard; the deadline to exercise the player option of Keita Bates-Diop ($2.6 million).
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","Extension eligible: Thomas, Simmons and Day'Ron Sharpe (as of July 6); Bridges (as of Oct. 1)"
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","Does Miles Bridges fit with the vision of Charlotte's new leadership? Bridges is one of the top free agent forwards, but does it make sense committing $60 million to him and LaMelo Ball next season? And if not, is it best to explore sign-and-trade options with Bridges and not lose him for nothing?"
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET",Is there a discussion to be had regarding LaMelo Ball's lack of availability? Ball has missed 134 games in the past four seasons.
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","After the team went 10-20 after the February trade deadline, what direction does new general manager Jeff Peterson take with the current roster? Thirteen players under contract earning between $2 million and $16 million. Three NBA-caliber starters in Brandon Miller, Bridges and Ball. In his tenure in Brooklyn, Peterson was part of 20 different trades. However, that was a win-now team, not a rebuilding one such as Charlotte."
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET",Determining the value of guaranteeing Davis Bertans' remaining $11 million of his partially guaranteed deal to use as a trade aggregation. Bertans has an early termination option to guarantee at least $5.25 million of his $16 million deal.
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","Charlotte is building around the young trio of Ball, Miller and Mark Williams, and it will be aiming to complement their skill sets with the No. 6 pick. Ball's size and shooting ability could allow him to pair effectively with a second ball handler, putting names such as Reed Sheppard and Rob Dillingham in the mix. Charlotte could also target a bigger wing defender such as Stephon Castle, Cody Williams or Ron Holland, depending on who is available. If the Hornets decide to be aggressive, there could be opportunities to move into the top three. -- Woo"
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","The Hornets owe San Antonio a top-14-protected first in 2025. They are allowed to trade their own first starting in 2027. From two separate trades, Charlotte has a 2027 first from Dallas and Miami. The Mavericks' first is top-two protected. If the Heat convey their 2025 first to Oklahoma City, then the 2027 first owed to Charlotte is top-14 protected. The first is unprotected in 2028 if not conveyed in the prior season. They have seven second-round picks available."
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","Cap space breakdown: Including a pick in the lottery, Charlotte has $105 million in guaranteed salary -- well below the $141 million salary cap. However, the future of Bridges and the decision on whether to waive Bertans will dictate how much flexibility the Hornets have in the offseason. The Hornets have a $3.6 million trade exception available."
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET",CBA impact: Charlotte has no restrictions in how it can add to its roster.
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET",June 28: The $4 million contract of Seth Curry becomes guaranteed;  the last day to exercise the team option of JT Thor.
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET",June 29: The deadline to extend a one-year qualifying offer to Amari Bailey; the last day for Bertans to decline his $16 million early termination option.
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","Extension eligible: Tre Mann, Bertans and Cody Martin (as of July 6); Thor"
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET",How does the roster improve without relying on continuity? Chicago has lost in the play-in tournament in back-to-back seasons. The Bulls ranked 19th in offensive efficiency and 21st in defensive efficiency in 2023-24.
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","The cost to bring back forward DeMar DeRozan, who is eligible to sign a three-year, $129.7 million extension until June 30. He is an unrestricted free agent if a new contract is not reached."
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","How does Alex Caruso fit in the long term? Entering the last year of his contract, Caruso is eligible to sign a four-year extension."
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET","The future of Zach LaVine, who has three years and $165 million left on his contract. LaVine had season-ending right foot surgery in February. Is the contract considered a negative trade asset, or can the Bulls find value to improve the team?"
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET",The Lonzo Ball rehab timeline. The guard has not played since January 2022.
espn,us,"NBA free agency 2024: Priorities, player needs for 30 teams",Bobby Marks,"Jun 13, 2024, 07:05 AM ET",Where does restricted free agent Patrick Williams fit long term? Williams had season-ending foot surgery and played 43 games last season. He played 82 games in 2022-23 and just 17 games in 2021-22. The Bulls' only returning frontcourt player is Nikola Vucevic.
